CNPJ_COMPANHIA,DATA_REFERENCIA,NOME_COMPANHIA,DATA_FIM_EXERCICIO_SOCIAL,ORGAO_ADMINISTRACAO,QTD_MEMBROS_REMUNERADOS_ACAO,DILUICAO_POTENCIAL,PRECO_MEDIO_PONDERADO_OPCOES_EM_ABERTO,PRECO_MEDIO_PONDERADO_OPCOES_PERDIDAS,PRECO_MEDIO_PONDERADO_OPCOES_EXERCIDAS,QTD_MEMBROS_REMUNERADOS_MIN_MAX_MEDIA,VALOR_MAIOR_REMUNERACAO,VALOR_MENOR_REMUNERACAO,VALOR_MEDIO_REMUNERACAO,OBSERVACAO_x,QTD_MEMBROS_REMUNERADOS_TOTAL,SALARIO,BENEFICIOS_DIRETOS_INDIRETOS,PARTICIPACOES_COMITES,OUTROS_VALORES_FIXOS,DESCRICAO_OUTROS_REMUNERACOES_FIXAS,BONUS,PARTICIPACAO_RESULTADOS,PARTICIPACAO_REUNIOES,OUTROS_VALORES_VARIAVEIS,COMISSOES,DESCRICAO_OUTROS_REMUNERACOES_VARIAVEIS,POS_EMPREGO,CESSACAO_CARGO,BASEADA_ACOES,OBSERVACAO_y,TOTAL_REMUNERACAO_ORGAO,QTD_MEMBROS_REMUNERADOS_VARIAVEL,BONUS_VALOR_MINIMO,BONUS_VALOR_MAXIMO,BONUS_VALOR_METAS_ATINGIDAS,BONUS_VALOR_EFETIVO,PARTICIPACAO_VALOR_MINIMO,PARTICIPACAO_VALOR_MAXIMO,PARTICIPACAO_VALOR_METAS_ATINGIDAS,PARTICIPACAO_VALOR_EFETIVO,SETOR_DE_ATIVDADE,ANO_REFER
61.088.894/0001-08,2025-12-31,CAMBUCI S.A.,2024-12-31,Diretoria Estatutária,,,,,,3.0,2362939.43,706168.49,1672867.2,,3.0,4056714.86,961886.74,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5018601.6,3.0,338059.57,1690297.86,1453656.16,0.0,0.0,0.0,0.0,0.0,Têxtil e Vestuário,2024
61.092.037/0001-81,2025-12-31,ETERNIT S.A.,2023-12-31,Conselho Fiscal,,,,,,3.0,121000.0,26000.0,121000.0,,3.0,362000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,362000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Construção Civil, Mat. Constr. e Decoração",2023
61.092.037/0001-81,2025-12-31,ETERNIT S.A.,2024-12-31,Conselho Fiscal,,,,,,,,,,,3.0,392000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,392000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Construção Civil, Mat. Constr. e Decoração",2024
61.092.037/0001-81,2025-12-31,ETERNIT S.A.,2025-12-31,Conselho Fiscal,,,,,,,,,,,1.0,176194.56,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,176194.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Construção Civil, Mat. Constr. e Decoração",2025
61.092.037/0001-81,2025-12-31,ETERNIT S.A.,2023-12-31,Conselho de Administração,,,,,,5.0,485000.0,59000.0,441000.0,,5.0,1494000.0,0.0,0.0,0.0,0,713000.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2207000.0,5.0,0.0,1793000.0,1793000.0,713000.0,0.0,1793000.0,0.0,713000.0,"Construção Civil, Mat. Constr. e Decoração",2023
61.092.037/0001-81,2025-12-31,ETERNIT S.A.,2024-12-31,Conselho de Administração,,,,,,5.0,430098.16,76838.15,315715.98,,5.0,1580000.0,0.0,0.0,0.0,,1860000.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3440000.0,5.0,0.0,1860123.79,1860123.79,0.0,0.0,1860123.79,1860123.79,0.0,"Construção Civil, Mat. Constr. e Decoração",2024
61.092.037/0001-81,2025-12-31,ETERNIT S.A.,2025-12-31,Conselho de Administração,,,,,,,,,,,5.0,1468901.71,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1468901.71,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Construção Civil, Mat. Constr. e Decoração",2025
61.092.037/0001-81,2025-12-31,ETERNIT S.A.,2023-12-31,Diretoria Estatutária,,,,,,4.0,2225000.0,1604000.0,2362000.0,,4.0,5022000.0,521000.0,0.0,1258000.0,0,2198000.0,0.0,0.0,0.0,0.0,,447000.0,0.0,0.0,,9446000.0,4.0,0.0,4711000.0,4711000.0,2198000.0,0.0,4711000.0,0.0,2198000.0,"Construção Civil, Mat. Constr. e Decoração",2023
61.092.037/0001-81,2025-12-31,ETERNIT S.A.,2024-12-31,Diretoria Estatutária,,,,,,4.0,2332442.74,1314530.98,1686440.99,Contabiliza verbas rescisórias decorrentes de substituição de membro da Diretoria,4.0,5339000.0,651000.0,0.0,0.0,,4803000.0,0.0,0.0,0.0,0.0,,484000.0,0.0,0.0,,11277000.0,4.0,0.0,4795631.34,4795631.34,80927.37,4795631.34,4795631.34,4795631.34,80927.37,"Construção Civil, Mat. Constr. e Decoração",2024
61.092.037/0001-81,2025-12-31,ETERNIT S.A.,2025-12-31,Diretoria Estatutária,,,,,,,,,,,4.0,5344655.2,1135157.12,0.0,233322.24,"Contabiliza verbas rescisórias, em outros ",4585276.67,0.0,0.0,0.0,0.0,,496305.22,0.0,0.0,,11794716.45,4.0,0.0,4585276.67,4585276.67,0.0,4585276.67,4585276.67,0.0,0.0,"Construção Civil, Mat. Constr. e Decoração",2025
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2022-12-31,Conselho Fiscal,0.75,0.0,0.0,0.0,0.0,0.75,39208.0,39208.0,39208.0,"A Companhia possui Conselho Fiscal de funcionamento não permanente. O Conselho Fiscal não foi instalado na AGO de 2022, mas nesse exercício esteve em funcionamento até a data da AGO (abril/2022).",0.75,117625.0,0.0,0.0,0.0,Não aplicável,0.0,0.0,0.0,0.0,0.0,Não aplicável,0.0,0.0,0.0,,117625.0,,,,,,,,,,"Máquinas, Equipamentos, Veículos e Peças",2022
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2023-12-31,Conselho Fiscal,3.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,,0.0,,,,,,,,,,"Máquinas, Equipamentos, Veículos e Peças",2023
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2024-12-31,Conselho Fiscal,3.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,,0.0,,,,,,,,,,"Máquinas, Equipamentos, Veículos e Peças",2024
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2025-12-31,Conselho Fiscal,3.0,0.0,0.0,0.0,0.0,,,,,,3.0,1064315.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1064315.0,,,,,,,,,,"Máquinas, Equipamentos, Veículos e Peças",2025
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2022-12-31,Conselho de Administração,9.0,0.0,0.0,0.0,0.0,9.0,1437051.0,412353.0,710181.0,,9.0,2063082.0,553374.0,3775180.0,0.0,Não aplicável,0.0,0.0,0.0,0.0,0.0,Não aplicável,0.0,0.0,0.0,,6391636.0,,,,,,,,,,"Máquinas, Equipamentos, Veículos e Peças",2022
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2023-12-31,Conselho de Administração,9.0,0.0,0.0,0.0,0.0,9.0,1535284.0,438189.0,757298.0,,9.0,4894021.0,608999.0,1312660.0,0.0,Não aplicável.,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,,6815680.0,,,,,,,,,,"Máquinas, Equipamentos, Veículos e Peças",2023
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2024-12-31,Conselho de Administração,9.0,0.0,0.0,0.0,0.0,9.0,1609540.0,457594.0,793564.0,,9.0,5112830.0,657896.0,1371352.0,0.0,Não aplicável.,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,,7142078.0,,,,,,,,,,"Máquinas, Equipamentos, Veículos e Peças",2024
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2025-12-31,Conselho de Administração,9.0,0.0,0.0,0.0,0.0,,,,,,9.0,5364770.0,933278.0,1170495.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7468543.0,,,,,,,,,,"Máquinas, Equipamentos, Veículos e Peças",2025
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2022-12-31,Diretoria Estatutária,3.0,0.0,0.0,0.0,0.0,3.0,7517967.0,1637910.0,4193002.0,,3.0,5172060.0,445260.0,0.0,0.0,Não aplicável,5587102.0,0.0,0.0,0.0,0.0,Não aplicável,323915.0,0.0,1051027.0,,12579364.0,3.0,2664133.0,6216310.0,4440222.0,5587102.0,0.0,0.0,0.0,0.0,"Máquinas, Equipamentos, Veículos e Peças",2022
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2023-12-31,Diretoria Estatutária,3.67,0.0,0.0,0.0,0.0,3.67,5988527.0,1413677.0,2981375.0,,3.67,6066308.0,543737.0,0.0,0.0,Não aplicável.,2726514.0,0.0,0.0,0.0,0.0,Não aplicável.,367958.0,0.0,1227190.0,,10931707.0,3.67,2945716.0,8100527.0,4909526.0,2726514.0,0.0,0.0,0.0,0.0,"Máquinas, Equipamentos, Veículos e Peças",2023
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2024-12-31,Diretoria Estatutária,4.0,0.0,0.0,0.0,0.0,4.0,8599684.0,1925052.0,4177403.0,,4.0,7667724.0,586458.0,0.0,0.0,Não aplicável.,4983832.0,0.0,0.0,0.0,0.0,Não aplicável.,383365.0,1345499.0,1742732.0,,16709610.0,4.0,2641296.0,6163024.0,4402160.0,4983832.0,0.0,0.0,0.0,0.0,"Máquinas, Equipamentos, Veículos e Peças",2024
61.156.113/0001-75,2025-12-31,IOCHPE MAXION S.A.,2025-12-31,Diretoria Estatutária,4.0,0.0,0.0,0.0,0.0,,,,,,4.0,10643146.0,4606848.0,0.0,888912.0,Plano Especial de Retenção em favor do Diretor Presidente nos termos do item 8.20 deste Formulário de Referência.,11557210.0,0.0,0.0,0.0,0.0,,263282.0,3735385.0,3836674.0,,35531457.0,4.0,5057644.0,11801169.0,8429406.0,0.0,0.0,0.0,0.0,0.0,"Máquinas, Equipamentos, Veículos e Peças",2025
61.156.931/0001-78,2025-12-31,ALIPERTI S.A.,2022-12-31,Conselho de Administração,,,,,,4.0,10000.0,10000.0,10000.0,,4.0,480000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,480000.0,,,,,,,,,,,2022
61.156.931/0001-78,2025-12-31,ALIPERTI S.A.,2023-12-31,Conselho de Administração,4.0,0.0,0.0,0.0,0.0,4.0,13000.0,10000.0,11500.0,,4.0,480000.0,0.0,0.0,0.0,HONORÁRIOS,0.0,0.0,0.0,0.0,0.0,NÃO HÁ,0.0,0.0,0.0,NÃO HÁ,480000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023
61.156.931/0001-78,2025-12-31,ALIPERTI S.A.,2024-12-31,Conselho de Administração,4.0,0.0,0.0,0.0,0.0,4.0,10000.0,10000.0,10000.0,,4.0,624000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,624000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
61.156.931/0001-78,2025-12-31,ALIPERTI S.A.,2025-12-31,Conselho de Administração,,,,,,,,,,,4.0,480000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,480000.0,,,,,,,,,,,2025
61.156.931/0001-78,2025-12-31,ALIPERTI S.A.,2022-12-31,Diretoria Estatutária,,,,,,,,,,,2.0,600000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,600000.0,,,,,,,,,,,2022
61.156.931/0001-78,2025-12-31,ALIPERTI S.A.,2023-12-31,Diretoria Estatutária,2.0,0.0,0.0,0.0,0.0,2.0,24000.0,12000.0,12000.0,,2.0,314400.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,314400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023
61.156.931/0001-78,2025-12-31,ALIPERTI S.A.,2024-12-31,Diretoria Estatutária,2.0,0.0,0.0,0.0,0.0,2.0,35000.0,30000.0,30000.0,,2.0,576000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,576000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
61.156.931/0001-78,2025-12-31,ALIPERTI S.A.,2025-12-31,Diretoria Estatutária,,,,,,,,,,,2.0,1500000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1500000.0,,,,,,,,,,,2025
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2022-12-31,Conselho Fiscal,,,,,,6.0,154628.13,72295.35,110115.94,"Conselho Fiscal foi instalado e eleito na Assembleia Geral Ordinária de 29 de abril de 2022, e homologado pelo Banco Central do Brasil em 07/07/2022, de forma que os membros do Conselho Fiscal tomaram posse em seus cargos na mesma data. Adicionalmente, na Assembleia Geral Extraordinária de 29 de abril de 2022 foi deliberado que o Conselho Fiscal tenha funcionamento permanente.",6.0,658000.0,2695.64,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/ Anual-2025- CVM/SEP, o número de membros do Conselho de Administração e da Diretoria Estatutária (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",660695.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bancos,2022
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2023-12-31,Conselho Fiscal,,,,,,6.0,168738.6,72379.44,112529.1,"Conselho Fiscal foi instalado e eleito na Assembleia Geral Ordinária de 28 de abril de 2023, e homologado pelo Banco Central do Brasil em 16/06/2023, de forma que os membros do Conselho Fiscal tomaram posse em seus cargos na mesma data. Adicionalmente, na Assembleia Geral Extraordinária de 29 de abril de 2022 foi deliberado que o Conselho Fiscal tenha funcionamento permanente.",6.0,672000.0,3174.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/ Anual-2025- CVM/SEP, o número de membros do Conselho de Administração e da Diretoria Estatutária (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",675174.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bancos,2023
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2024-12-31,Conselho Fiscal,,,,,,6.0,168628.56,72269.4,112419.06,"Conselho Fiscal foi instalado e eleito na Assembleia Geral Ordinária de 26 de abril de 2024, e homologado pelo Banco Central do Brasil em 19/06/2024, de forma que os membros do Conselho Fiscal tomaram posse em seus cargos na mesma data. Adicionalmente, na Assembleia Geral Extraordinária de 29 de abril de 2022 foi deliberado que o Conselho Fiscal tenha funcionamento permanente.",6.0,672000.0,2514.36,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/ Anual-2025- CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",674514.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bancos,2024
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2025-12-31,Conselho Fiscal,,,,,,,,,,,6.0,751033.01,2903.95,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/ Anual-2025- CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",753936.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bancos,2025
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2022-12-31,Conselho de Administração,,,,,,8.5,1847394.5,481969.02,829909.16,O valor da menor remuneração foi apurado com a exclusão de membros dos órgãos que estiveram no exercício do cargo por menos de 12 meses. O número de membros foi calculado conforme orientações do Ofício Circular/ Anual-2025- CVM/SEP.,8.5,5978666.7,1075561.17,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/Anual-2025- CVM/SEP, o número de membros do Conselho de Administração e da Diretoria Estatutária (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",7054227.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bancos,2022
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2023-12-31,Conselho de Administração,,,,,,9.0,1698936.52,589120.64,952466.08,O valor da menor remuneração foi apurado com a exclusão de membros dos órgãos que estiveram no exercício do cargo por menos de 12 meses. O número de membros foi calculado conforme orientações do Ofício Circular/ Anual-2025- CVM/SEP.,9.0,7735000.0,837194.74,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/Anual-2025- CVM/SEP, o número de membros do Conselho de Administração e da Diretoria Estatutária (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",8572194.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bancos,2023
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2024-12-31,Conselho de Administração,,,,,,8.92,1959982.45,401496.64,1122933.23,O valor da menor remuneração foi apurado com a exclusão de membros dos órgãos que estiveram no exercício do cargo por menos de 12 meses. O número de membros foi calculado conforme orientações do Ofício Circular/ Anual-2025- CVM/SEP.,8.92,8617833.33,1398731.07,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/Anual-2025- CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",10016564.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bancos,2024
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2025-12-31,Conselho de Administração,,,,,,,,,,,9.0,18842881.89,1017710.92,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/Anual-2025- CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",19860592.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bancos,2025
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2022-12-31,Diretoria Estatutária,,,,,,12.5,11605066.35,1591618.38,3545800.37,O valor da menor remuneração foi apurado com a exclusão de membros dos órgãos que estiveram no exercício do cargo por menos de 12 meses. O número de membros foi calculado conforme orientações do Ofício Circular/ Anual-2025- CVM/SEP.,12.5,15099640.32,4230356.15,0.0,0.0,,0.0,10169080.2,0.0,672648.91,0.0,O valor lançado em Outros refere-se a bônus de contratação,0.0,5644780.2,8505998.95,"Conforme disposto no Ofício Circular/Anual-2025- CVM/SEP, o número de membros do Conselho de Administração e da Diretoria Estatutária (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. O valor de R$ 8.505.998,95 foi provisionado no exercício de 2022. Ainda, em razão do compromisso assumido pelo Banco com a B3, de não reduzir o free float, conforme detalhado no fato relevante divulgado no dia 09/02/2023, o pagamento da parcela diferida referente ao Plano de Outorga de Ações do Grupo Bmg, provisionados em 2022, com vencimento em março de 2023, foi realizado em dinheiro.",44322504.73,12.5,0.0,0.0,0.0,0.0,9935505.22,14903257.83,12419381.52,10169080.2,Bancos,2022
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2023-12-31,Diretoria Estatutária,,,,,,10.42,16976539.69,1906210.72,5187597.05,O valor da menor remuneração foi apurado com a exclusão de membros dos órgãos que estiveram no exercício do cargo por menos de 12 meses. O número de membros foi calculado conforme orientações do Ofício Circular/ Anual-2025- CVM/SEP.,10.42,13723197.33,5409834.63,0.0,0.0,,0.0,12069545.04,0.0,0.0,0.0,,0.0,5568946.26,17283238.0,"Conforme disposto no Ofício Circular/Anual-2025- CVM/SEP, o número de membros do Conselho de Administração e da Diretoria Estatutária (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. O valor de R$ 17.283.238,00 foi provisionado no exercício de 2023.",54054761.26,10.42,0.0,0.0,0.0,0.0,11600879.03,17401318.55,14501098.79,12069545.04,Bancos,2023
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2024-12-31,Diretoria Estatutária,,,,,,11.83,10433572.16,1159569.58,3791095.18,O valor da menor remuneração foi apurado com a exclusão de membros dos órgãos que estiveram no exercício do cargo por menos de 12 meses. O número de membros foi calculado conforme orientações do Ofício Circular/ Anual-2025- CVM/SEP.,11.83,15396362.57,5237031.04,0.0,0.0,,0.0,6184516.74,0.0,0.0,0.0,,0.0,340000.0,17690745.6,"Conforme disposto no Ofício Circular/Anual-2025- CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",44848655.95,11.83,0.0,0.0,0.0,0.0,12590150.32,18885225.49,15737687.9,6184516.74,Bancos,2024
61.186.680/0001-74,2025-12-31,BANCO BMG S/A,2025-12-31,Diretoria Estatutária,,,,,,,,,,,13.0,20239250.11,4987873.63,0.0,0.0,,0.0,17666860.94,0.0,0.0,0.0,,0.0,0.0,13491485.55,"Conforme disposto no Ofício Circular/Anual-2025- CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",56385470.23,13.0,0.0,0.0,0.0,0.0,8833430.47,26500291.41,17666860.94,17666860.94,Bancos,2025
61.189.288/0001-89,2025-12-31,MARISA LOJAS S.A.,2022-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,4.17,989000.0,526000.0,667680.0,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2024-CVM/SEP. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/Anual2024-CVM/SEP.",4.17,2186000.0,0.0,596000.0,0.0,-,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,"Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/N°01/2023, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",2782000.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2022
61.189.288/0001-89,2025-12-31,MARISA LOJAS S.A.,2023-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,03.08,643000.0,456000.0,559783.78,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2024-CVM/SEP. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/Anual2024-CVM/SEP.",03.08,1578000.0,0.0,148000.0,0.0,-,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,"Conforme disposto no OFÍCIOCIRCULAR/ANUAL2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",1726000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2023
61.189.288/0001-89,2025-12-31,MARISA LOJAS S.A.,2024-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,3.0,720000.0,360000.0,129000.0,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2025-CVM/SEP. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/Anual-2025-CVM/SEP.",3.0,1548000.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",1548000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2024
61.189.288/0001-89,2025-12-31,MARISA LOJAS S.A.,2025-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,1440000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",1440000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2025
61.189.288/0001-89,2025-12-31,MARISA LOJAS S.A.,2022-12-31,Diretoria Estatutária,3.58,2.33,6.77,5.1,0.0,3.58,1955484.4,1051397.28,1540844.97,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2024-CVM/SEP. O valor da menor remuneração anual individual foi apurado com a exclusão dos membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses, conforme disposto no Ofício Circular/Anual2024-CVM/SEP.",3.58,4600000.0,102041.16,0.0,0.0,-,0.0,0.0,0.0,474000.0,0.0,-,0.0,0.0,9246459.34,"Conforme disposto no OFÍCIOCIRCULAR/CVM/SEP/N°01/2023, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais. O item 'Outros' refere-se a hiring bônus ou remuneração por evento pontual, não ligados ao atingimento de metas.",14422500.5,3.58,0.0,7689600.0,6408000.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2022
